code,company,corpcode
000210,DL,00109693
004840,DRB동일,00118266
155660,DSR,00110608
078930,GS,00500254
001390,KG케미칼,00101220
025000,KPX케미칼,00191472
058860,KTis,00372873
011070,LG이노텍,00105961
037560,LG헬로비전,00222532
108670,LX하우시스,00759513
383800,LX홀딩스,01562589
023150,MH에탄올,00121534
035420,NAVER,00266961
010060,OCI,00148896
402340,SK스퀘어,01596425
096770,SK이노베이션,00631518
011810,STX,00138297
024070,WISCOM,00142865
011420,갤럭시아에스엠,00129554
002100,경농,00101433
012320,경동인베스트,00143527
007690,국도화학,00104388
005320,국동,00168331
014530,극동유화,00105156
090350,노루페인트,00583442
005250,녹십자홀딩스,00108135
353200,대덕전자,01478712
128820,대성산업,00828789
047040,대우건설,00124540
003090,대웅,00111810
000430,대원강업,00111847
145720,덴티움,00526599
000020,동화약품,00119195
336260,두산퓨얼셀,01412725
286940,롯데정보통신,01262032
008560,메리츠증권,00163682
017180,명문제약,00121039
012690,모나리자,00173102
204210,모두투어리츠,01035289
003850,보령제약,00123143
001270,부국증권,00123772
028050,삼성엔지니어링,00126308
005930,삼성전자,00126380
068290,삼성출판사,00423690
003230,삼양식품,00126955
003720,삼영화학공업,00127255
004380,삼익THK,00127802
010960,삼호개발,00128980
001290,상상인증권,00112059
136490,선진,00855093
004490,세방전지,00133858
016590,신대양제지,00135777
029530,신도리코,00135795
031430,신세계인터내셔날,00234412
293940,신한알파리츠,01276594
055550,신한지주,00382199
102280,쌍방울,00681142
003620,쌍용자동차,00138242
137310,에스디바이오센서,00854997
078520,에이블씨엔씨,00400857
012280,영화금속,00141413
007310,오뚜기,00141529
105840,우진,00173944
008600,윌비스,00104999
033270,유나이티드,00158963
023800,인지컨트롤스,00103510
129260,인터지스,00151368
013360,일성건설,00146232
081000,일진다이아,00508274
033240,자화전자,00146861
271980,제일약품,01236897
002620,제일파마홀딩스,00148443
001550,조비,00148948
001630,종근당홀딩스,00149354
071320,지역난방공사,00159698
272450,진에어,00653024
009070,케이씨티시,00103042
417310,코람코더원리츠,01180118
003070,코오롱글로벌,00152880
120110,코오롱인더,00795135
031820,콤텍시스템,00186559
020120,키다리스튜디오,00140131
004100,태양금속공업,00153755
214420,토니모리,00816544
168490,한국패러랠,00960641
009240,한샘,00161693
009180,한솔로지스틱스,00140946
002220,한일철강,00163196
009460,한창제지,00163761
088350,한화생명,00113058
009830,한화솔루션,00162461
000720,현대건설,00164478
004560,현대비앤지스틸,00125743
005380,현대자동차,00164742
001500,현대차증권,00137997
111110,호전실업,00226316
311690,CJ 바이오사이언스,01071041
050120,ES큐브,00175623
405350,IBKS제17호스팩,01591606
095340,ISC,00572905
067290,JW신약,00110431
024120,KB오토시스,00157539
060720,KH바텍,00378628
060370,KT서브마린,00225742
024940,PN풍년,00133557
036120,SCI평가정보,00260745
032540,TJ미디어,00201733
217730,강스템바이오텍,01025644
331520,교보9호스팩,01398151
043650,국순당,00256715
078130,국일제지,00104573
204020,그리티,00671978
019660,글로본,00159731
308100,까스텔바작,01181807
286750,나노브릭,01136001
137080,나래나노텍,00362122
094860,네오리진,00599106
311390,네오크레마,01219155
085910,네오티스,00447928
007390,네이처셀,00117276
054050,농우바이오,00176835
012340,뉴인텍,00105040
270870,뉴트리,01214248
340360,다보링크,01416642
032190,다우데이타,00238782
078140,대봉엘에스,00442826
290380,대유,00384948
290120,대유에이피,01182578
023910,대한약품,00113128
213420,덕산네오룩스,01061558
006620,동구바이오제약,00114686
099410,동방선기,00526678
203650,드림시큐리티,01038693
066900,디에이피,00303192
127120,디엔에이링크,00642541
033130,디지틀조선,00231442
294140,레몬,01011395
219420,링크제니시스,01109955
377480,마인즈랩,01297898
078160,메디포스트,00453929
250060,모비스,01165155
118990,모트렉스,00876908
328380,미래에셋대우스팩3호,01390399
214610,미코바이오메드,01049167
251120,바이오에프디엔씨,01160974
019010,베뉴지,00267906
337930,브랜드엑스코퍼레이션,01391103
365900,브이씨,01354740
146320,비씨엔씨,01301623
122350,삼기,00799177
023600,삼보판지,00125938
377630,삼성스팩4호,01528530
252990,샘씨엔에스,01199727
086710,선진뷰티사이언스,00132202
037350,성도이엔지,00216498
080470,성창오토텍,00486370
049180,셀루메드,00310156
208370,셀바스헬스케어,01047451
192440,슈피겐코리아,00917861
115570,스타플렉스,00405959
330730,스톤브릿지벤처스,01305249
013810,스페코,00136165
269620,시스웍,01188378
139050,시티랩스,00656021
344050,신영스팩6호,01419986
010280,쌍용정보통신,00138303
066790,씨씨에스,00249441
900120,씨케이에이치,00800084
246720,아스타,01157235
127710,아시아경제,00665676
339950,아이비김영,01414422
099190,아이센스,00550994
068940,아이씨케이,00308896
090150,아이윈,00365624
059100,아이컴포넌트,00407285
052460,아이크래프트,00405719
124500,아이티센,00620868
361570,알비더블유,01303029
096610,알에프세미,00516246
061040,알에프텍,00309831
347860,알체라,01405451
117670,알파홀딩스,00605124
310200,애니플러스,01335578
238090,앤디포스,00942131
174900,앱클론,00991191
102120,어보브반도체,00591441
065420,에스아이리소스,00120906
103230,에스앤더블류,00137012
095910,에스에너지,00585538
351320,에스에이티이엔지,01440153
056190,에스에프에이,00358271
043340,에쎈테크,00203209
187660,에이디엠코리아,01409022
200710,에이디테크놀로지,00657002
241840,에이스토리,00975290
045660,에이텍,00256502
224110,에이텍티앤,01099861
021080,에이티넘인베스트,00161462
950130,엑세스바이오,00956028
092870,엑시콘,00611736
317870,엔바이오니아,00964595
365590,엔에이치스팩18호,01505186
182400,엔케이맥스,00977650
138690,엘아이에스,00670085
058630,엠게임,00397058
065150,엠피대산,00390860
265560,영화테크,00659976
122640,예스티,00530556
080520,오디텍,00529815
049480,오픈베이스,00335076
109080,옵티시스,00660291
153710,옵티팜,00971726
382840,원준,01459212
095270,웨이브일렉트로,00526696
065950,웰크론,00362159
203450,유니온커뮤니티,00408266
241690,유니테크노,00531865
024800,유성티엔에스,00173999
054930,유신,00144650
367460,유안타제7호스팩,01504804
178780,유테크,00923826
179900,유티아이,00961774
054210,이랜텍,00206659
349720,이베스트스팩5호,01436336
047560,이스트소프트,00273420
066980,이엔코퍼레이션,00389998
123570,이엠넷,00616290
353810,이지바이오,01480568
033230,인성정보,00229021
064290,인텍플러스,00479787
115310,인포바인,00491415
333430,일승,01396676
049550,잉크테크,00261656
254120,자비스,01174038
234920,자이글,01020524
040420,정상제이엘에스,00287788
079370,제우스,00442570
033320,제이씨현시스템,00223513
322510,제이엘케이,01153293
094970,제이엠티,00533508
080220,제주반도체,00447487
034940,조아제약,00231831
036930,주성엔지니어링,00252135
051980,중앙디앤엠,00347716
263860,지니언스,00962223
119850,지엔씨에너지,00626464
219750,지티지웰니스,01031229
052300,초록뱀컴퍼니,00349811
071850,캐스텍코리아,00302582
223310,커머스마이너,01075126
342550,케이비제20호스팩,01418543
347140,케이프이에스제4호,01428249
042040,케이피엠테크,00206686
054410,케이피티유,00357607
274090,켄코아에어로스페이스,01158553
078940,코드네이처,00501970
082660,코스나인,00442455
069110,코스온,00402989
102940,코오롱생명과학,00525642
322780,코퍼스코리아,01364297
237880,클리오,00957735
139670,키네마스터,00535375
065130,탑엔지니어링,00366845
131970,테스나,00563545
200230,텔콘RF제약,00608802
045340,토탈소프트,00355089
105550,트루윈,00766106
290090,트윔,01217014
026150,특수건설,00186939
246710,티앤알바이오팹,01109937
043220,티에스넥스젠,00317487
104480,티케이케미칼,00693554
033540,파라텍,00105138
065690,파커스,00384762
225590,패션플랫폼,01101041
256630,포인트엔지니어링,01179608
141020,포티스,00812362
005670,푸드웰,00165103
371950,풍원정밀,00417167
377220,프롬바이오,01217865
032580,피델릭스,00189538
024850,피에스엠씨,00155586
319660,피에스케이,01365825
031980,피에스케이홀딩스,00208444
006140,피제이전자,00155735
161580,필옵틱스,00938721
341160,하나금융15호스팩,01416457
388220,하나금융19호스팩,01568875
221840,하이즈항공,00688358
039340,한국경제TV,00263371
222980,한국맥널티,00579139
025550,한국선재,00158015
409570,한국제10호스팩,01596665
070590,한솔인티큐브,00470829
078350,한양디지텍,00488989
386580,한화플러스제2호스팩,01572489
319400,현대무벡스,01358463
048410,현대바이오,00313649
052260,현대바이오랜드,00347062
039610,화성밸브,00217743
032860,휴먼엔,00205687
263920,휴온스블러썸,01185566
037440,희림,00236863
076340,관악산업,00321204
243870,굿센,00565215
244880,나눔테크,01117422
323350,다원넥스뷰,01344363
271850,다이오진,01163050
223220,로지스몬,01060735
067370,선바이오,00407036
103660,씨앗,00762377
270210,에스알바이오텍,01187458
276240,엘리비젼,01119651
221800,유투바이오,01026616
250030,진코스텍,01158632
136660,큐엠씨,00816696
336040,타스컴,01118139
309900,티티씨디펜스,01350638
097950,CJ제일제당,00635134
000590,CS홀딩스,00149026
069730,DSR제강,00151298
007700,F&F 홀딩스,00126487
007070,GS리테일,00140177
012630,HDC,00164636
096760,JW홀딩스,00632304
105560,KB금융,00688996
092220,KEC,00589127
016380,KG스틸,00115676
000040,KR모터스,00112378
058850,KTcs,00372882
229640,LS전선아시아,01093007
011790,SKC,00139889
210980,SK디앤디,00508344
035250,강원랜드,00255619
009450,경동나비엔,00101488
030610,교보증권,00113359
014280,금강공업,00105299
002990,금호건설,00106313
001210,금호전기,00106395
024110,기업은행,00149646
030210,다올투자증권,00156859
006370,대구백화점,00108977
117580,대성에너지,00787376
003220,대원제약,00111999
001070,대한방직,00112970
005880,대한해운,00113535
024900,덕양산업,00114154
170900,동아에스티,00956930
028100,동아지질,00178754
082640,동양생명,00117267
018500,동원금속,00118008
024090,디씨엠,00177199
003160,디아이,00118275
377190,디앤디플랫폼리츠,01475609
004000,롯데정밀화학,00157681
033920,무학,00121543
035150,백산,00122551
002760,보락,00123107
005180,빙그레,00124726
003960,사조대림,00109718
001470,삼부토건,00125974
021050,서원,00131197
007610,선도전기,00131939
002420,세기상사,00133618
004360,세방,00133812
058650,세아홀딩스,00377610
013000,세우글로벌,00134176
021820,세원정공,00134316
067830,세이브존I&C,00422895
336370,솔루스첨단소재,01412822
017550,수산중공업,00135111
006880,신송홀딩스,00136402
002700,신일전자,00173698
019170,신풍제약,00137359
015540,쎌마테라퓨틱스,00108065
090430,아모레퍼시픽,00583424
122900,아이마켓코리아,00360142
003560,아이에이치큐,00154426
036570,엔씨소프트,00261443
014440,영보화학,00140779
047400,유니온머티리얼,00369833
005950,이수화학,00145552
015020,이스타코,00134565
014990,인디에프,00106881
034590,인천도시가스,00145862
036420,제이콘텐트리,00203315
002600,조흥,00149345
323410,카카오뱅크,01133217
007810,코리아써키트,00152686
005420,코스모화학,00160302
071950,코아스,00210856
002020,코오롱,00152862
138490,코오롱플라스틱,00241005
192400,쿠쿠홀딩스,00132354
015590,큐로,00108746
259960,크래프톤,00760971
003240,태광산업,00153393
009410,태영건설,00153861
084870,티비에이치글로벌,00409672
003670,포스코케미칼,00155276
039130,하나투어,00269940
000080,하이트진로,00150244
071050,한국금융지주,00432102
006200,한국전자홀딩스,00159254
009540,한국조선해양,00164830
023350,한국종합기술,00159500
000970,한국주철관공업,00159573
161390,한국타이어앤테크놀로지,00937324
010100,한국프랜지공업,00160418
018880,한온시스템,00161125
009420,한올바이오파마,00162586
300720,한일시멘트,01319808
008770,호텔신라,00165680
378850,화승알앤에이,01532603
006060,화승인더스트리,00166227
000850,화천기공,00166519
016580,환인제약,00166573
004800,효성,00117188
298000,효성화학,01316236
000540,흥국화재,00103176
054620,APS홀딩스,00296078
013720,CBI,00151605
065770,CS,00303703
083660,CSA 코스믹,00406037
067630,HLB생명과학,00365590
036640,HRS,00230911
104200,NHN벅스,00645089
030190,NICE평가정보,00158325
950180,SNK,01338724
317240,TS트릴리온,01353024
094480,갤럭시아머니트리,00587457
098460,고영,00579999
035290,골드앤에스,00249502
014200,광림,00103635
006050,국영지앤엠,00104537
039860,나노엔텍,00230425
138610,나이벡,00767628
092730,네오팜,00551920
348210,넥스틴,01080252
217270,넵튠,01067808
194700,노바렉스,00811372
040160,누리플렉스,00269889
126870,뉴로스,00638539
144960,뉴파워프라즈마,00521390
104040,대성파인텍,00442905
045390,대아티아이,00318316
006580,대양제지,00111227
096350,대창솔루션,00177870
131220,대한과학,00608316
298540,더네이쳐홀딩스,01214743
005160,동국산업,00172680
088130,동아엘텍,00489243
013120,동원개발,00117966
217620,디딤,01068658
066670,디스플레이텍,00371740
214680,디알텍,01062867
092070,디엔에프,00569691
039840,디오,00115931
131180,딜리,00629212
315640,딥노이드,01344831
038390,레드캡투어,00261355
228850,레이언스,00899459
215100,로보로보,01063990
220630,맘스터치,01089855
005990,매일홀딩스,00120924
100590,머큐리,00364740
133750,메가엠디,00807555
014100,메디앙스,00267854
054180,메디콕스,00356839
059210,메타바이오메드,00317681
058110,멕아이씨에스,00270113
080160,모두투어,00456218
001810,무림SP,00121507
100790,미래에셋벤처투자,00340096
208710,바이오로그디바이스,01047707
008470,부스타,00124276
338220,뷰노,01344202
121800,비덴트,00693651
032850,비트컴퓨터,00231707
238200,비피도,01109070
014970,삼륭물산,00125488
225190,삼양옵틱스,00992543
002290,삼일기업공사,00127936
038500,삼표시멘트,00239639
046390,삼화네트웍스,00301112
027580,상보,00129615
091580,상신이디피,00480783
042940,상지카일룸,00232007
043710,서울리거,00305570
123420,선데이토즈,00815767
015750,성우하이텍,00132992
148150,세경하이테크,00913689
017510,세명전기,00133751
108860,셀바스AI,00666064
043100,솔고바이오,00220109
357780,솔브레인,01489648
236200,슈프리마,01124653
001000,신라섬유,00135999
333050,신한제6호스팩,01407158
160980,싸이맥스,00659161
099320,쎄트렉아이,00449254
352480,씨앤씨인터내셔널,01226410
352700,씨앤투스성진,00875237
013990,아가방컴퍼니,00138446
125210,아모그린텍,00611912
052710,아모텍,00298447
092040,아미코젠,00545734
159010,아스플로,00561732
101390,아이엠,00609634
262840,아이퀘스트,01146822
001540,안국약품,00139205
290740,액트로,01141942
060230,얍엑스,00363510
097780,에스맥,00562360
237690,에스티팜,00871833
230360,에코마케팅,01029394
086520,에코프로,00536541
073540,에프알텍,00442561
227950,엔투텍,01105621
323230,엠에프엠코리아,01384477
033310,엠투엔,00143226
007530,영신금속,00140858
036560,영풍정밀,00141389
036000,예림당,00259934
045060,오공,00220969
321820,와이더플래닛,01116502
019210,와이지-원,00139719
073560,우리손에프앤지,00413417
101170,우림피티에스,00567222
066590,우수AMS,00301422
030530,원익홀딩스,00216647
012620,원일특강,00143907
071460,위니아딤채,00300557
192390,윈하이텍,00910840
313760,윌링스,00863038
086390,유니테스트,00540447
367480,유안타제8호스팩,01504910
263770,유에스티,01196313
067920,이글루시큐리티,00364847
044960,이글벳,00145473
088390,이녹스,00494476
258610,이더블유케이,00961507
264850,이랜시스,01199189
351330,이삭엔지니어링,01135640
099750,이지케어텍,00490090
060150,인선이엔티,00375931
083640,인콘,00475976
048530,인트론바이오,00292434
039290,인포뱅크,00243757
110020,전진바이오팜,00632793
208140,정다운,01047415
022220,정산애강,00140061
045510,정원엔시스,00147772
225220,제놀루션,01062177
287410,제이시스메디칼,01267602
023440,제일제강,00148531
067000,조이시티,00397252
043610,지니뮤직,00223762
303030,지니틱스,01318933
388050,지투파워,01462605
278280,천보,00897752
293490,카카오게임즈,01137383
025880,케이씨피드,00101752
105330,케이엔더블유,00606664
046070,코다코,00295857
047770,코데즈컴바인,00329093
290510,코리아센터,00540340
190650,코리아에셋투자증권,00304915
049430,코메론,00152783
041960,코미팜,00187415
045970,코아시아,00271501
196450,코아시아옵틱스,01031502
056360,코위버,00360674
114120,크루셜텍,00618401
023160,태광,00153375
191420,테고사이언스,00926522
073640,테라사이언스,00373021
066700,테라젠이텍스,00249894
215480,토박스코리아,01064069
062860,티엘아이,00261887
043200,파루,00266934
208340,파멥신,00972293
150900,파수,00638487
368770,파이버프로,01513440
038950,파인디지털,00264732
091700,파트론,00490151
068050,팬엔터테인먼트,00397191
251970,펌텍코리아,00761059
093380,풍강,00155373
237820,플레이디,00862853
002230,피에스텍,00155638
137400,피엔티,00612294
376180,피코그램,00604028
087600,픽셀플러스,00495086
163730,핑거,01142075
332710,하나금융14호스팩,01395279
136480,하림,00857727
400840,하이제7호스팩,01586172
053300,한국정보인증,00306454
054040,한국컴퓨터,00303396
050540,한국코퍼레이션,00302078
047080,한빛소프트,00348292
007770,한일화학,00267979
086960,한컴MDS,00445841
090850,현대이지웰,00656951
053660,현진소재,00188715
011080,형지I&C,00142713
290270,휴네시온,01251577
090710,휴림로봇,00540429
189980,흥국에프엔비,00916516
343090,단디바이오,01413371
403360,라피치,01466832
238500,로보쓰리,01118643
233250,메디안디노스틱,01035942
225850,미애부,00866594
281310,바이오시네틱스,01186671
267810,앙츠,01187865
044990,에이치엔에스하이텍,00311216
279060,이노벡스,01353848
254160,제이엠멀티,01366824
308700,테크엔,01016886
258050,테크트랜스,01246742
327610,펨토바이오메드,01336735
282330,BGF리테일,01263022
138930,BNK금융지주,00858364
006360,GS건설,00120030
267250,HD현대,01205709
066570,LG전자,00401731
178920,PI첨단소재,00767460
034120,SBS,00130772
001380,SG글로벌,00152039
001770,SHD,00137809
034730,SK,00181712
018670,SK가스,00144164
068400,SK렌터카,00201450
395400,SK리츠,01535150
071970,STX중공업,00406046
037270,YG PLUS,00249247
002720,국제약품,00104722
001570,금양,00106119
073240,금호타이어,00481454
008350,남선알미늄,00107224
072710,농심홀딩스,00459871
058730,다스코,00353878
145210,다이나믹디자인,00453488
006650,대한유화,00260383
192080,더블유게임즈,01010110
026960,동서,00144395
102260,동성케미컬,00679314
001520,동양,00117337
008970,동양철관,00117629
049770,동원F&B,00340917
014820,동원시스템즈,00132637
002690,동일제강,00118451
013570,디와이,00117179
002270,롯데푸드,00120508
027740,마니커,00204208
088980,맥쿼리인프라,00435297
138040,메리츠금융지주,00860332
090370,메타랩스,00442835
009680,모토닉,00151128
085620,미래에셋생명,00112332
134380,미원화학,00855163
002410,범양건영,00122694
096300,베트남개발1,00626710
207940,삼성바이오로직스,00877059
016360,삼성증권,00104856
029780,삼성카드,00126292
000070,삼양홀딩스,00126937
002810,삼영무역,00127167
000520,삼일제약,00128032
009770,삼정펄프,00128227
248170,샘표식품,01167056
200880,서연이화,01036446
003080,성보화학,00132725
306200,세아제강,01325979
012600,센트럴인사이트,00151863
004430,송원산업,00134963
011930,신성이엔지,00136271
031440,신세계푸드,00274933
404990,신한서부티엔디리츠,01436558
003410,쌍용씨앤이,00138224
004920,씨아이테크,00127158
010780,아이에스동서,00115977
139990,아주스틸,00486705
018250,애경산업,00139454
161000,애경케미칼,00936787
007460,에이프로젠 MED,00152385
181710,엔에이치엔,00983271
097520,엠씨넥스,00564562
006980,우성,00142661
011330,유니켐,00137207
003460,유화증권,00145190
025820,이구산업,00145464
214320,이노션,00565154
139480,이마트,00872984
000230,일동홀딩스,00146083
003120,일성신약,00146214
194370,제이에스코퍼레이션,00332927
025620,제이준코스메틱,00136776
063160,종근당바이오,00390055
035000,지투알,00140168
088790,진도,00557933
051630,진양화학,00347734
029460,케이씨,00209780
145270,케이탑리츠,00861076
005070,코스모신소재,00129989
007980,태평양물산,00154329
078000,텔코웨어,00361488
363280,티와이홀딩스,01497869
036580,팜스코,00260408
071090,하이스틸,00435312
019490,하이트론씨스템즈,00156150
002200,한국수출포장공업,00158112
000240,한국앤컴퍼니,00160047
123890,한국자산신탁,00404701
015760,한국전력공사,00159193
025890,한국주강,00159564
047810,한국항공우주,00309503
004150,한솔홀딩스,00171636
011700,한신기계공업,00162072
012450,한화에어로스페이스,00126566
101530,해태제과식품,00428321
086280,현대글로비스,00360595
329180,현대중공업,01390344
126560,현대퓨처넷,00403632
094280,효성 ITX,00414850
005870,휴니드테크놀러지스,00111421
021320,KCC건설,00105466
036670,KCI,00265041
151860,KG ETS,00366137
160550,NEW,00974927
950110,SBI핀테크솔루션즈,00938688
184230,SGA솔루션즈,00988364
192410,THQ,00623184
073570,WI,00440712
052220,iMBC,00370006
078890,가온미디어,00441304
114190,강원에너지,00100601
053950,경남제약,00307028
198440,고려시멘트,01032583
014570,고려제약,00103015
060480,국일신동,00203847
307750,국전약품,01329957
049080,기가레인,00377018
187790,나노,00994994
121600,나노신소재,00439965
190510,나무가,00819374
267320,나인테크,01208849
111710,남화산업,00245694
091590,남화토건,00108001
089140,넥스턴바이오,00416414
137940,넥스트아이,00614593
278650,노터스,01189438
065560,녹원씨엔아이,00393469
039560,다산네트웍스,00268251
007720,대명소노시즌,00104810
036480,대성미생물,00177320
005710,대원산업,00111874
299170,더블유에스아이,01318261
067990,도이치모터스,00449379
086450,동국제약,00114808
032960,동일기연,00199076
073190,듀오백,00407771
131030,디에이치피코리아,00831428
180400,디엑스앤브이엑스,00995993
043360,디지아이,00295547
068930,디지털대성,00398808
105740,디케이락,00533003
200350,래몽래인,00990819
141080,레고켐바이오,00842619
060300,레드로버,00364795
090360,로보스타,00536523
038060,루멘스,00406329
019570,리더스 기술투자,00110750
012700,리드코프,00117708
049950,미래컴퍼니,00447760
222160,바이옵트로,01037542
323990,박셀바이오,01335851
177350,베셀,00813389
250000,보라티알,01124680
099390,브레인즈컴퍼니,00642897
018290,브이티지엠피,00150165
138580,비즈니스온,01014657
307870,비투엔,01326792
018310,삼목에스폼,00125646
054090,삼진엘앤디,00239514
024950,삼천리자전거,00128607
017480,삼현철강,00128926
079650,서산,00130408
189860,서전기전,00869272
122690,서진오토모티브,00800145
171090,선익시스템,00327819
043260,성호전자,00317210
052190,세영디앤씨,00347877
100700,세운메디칼,00362201
258830,세종메디칼,00959229
036630,세종텔레콤,00268002
131100,스카이이앤엠,00814786
253450,스튜디오드래곤,01168684
020710,시공테크,00170026
131090,시큐브,00402110
290520,신도기연,00961570
226330,신테카바이오,01344336
222420,쎄노텍,01091054
101240,씨큐브,00520610
260930,씨티케이,01144028
357580,아모센스,01012987
332370,아이디피,01213586
289010,아이스크림에듀,00983934
040910,아이씨디,00298377
031310,아이즈비전,00200910
032080,아즈텍WB,00201131
013310,아진산업,00139083
085810,알티캐스트,00364254
196300,애니젠,00808086
238120,얼라인드,01073678
270660,에브리봇,01201590
260970,에스앤디,00560849
306040,에스제이그룹,01222432
234300,에스트래픽,01014055
054630,에이디칩스,00356927
096690,에이루트,00608839
298380,에이비엘바이오,01256864
003800,에이스침대,00140052
205100,엑셈,01042085
208860,엔지스테크널러지,01084364
183490,엔지켐생명과학,00606886
069410,엔텔스,00415707
096870,엘디티,00540571
061970,엘비세미콘,00412348
060850,영림원소프트랩,00532129
048260,오스템임플란트,00341916
